locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA	used
EKN05_004670	EKN05_004670	1	CP037923	939037	939735	-		transcriptional regulator YeiL	0.4349	42	False
EKN05_004675	EKN05_004675	1	CP037923	939866	940807	+		ribosylpyrimidine nucleosidase	0.5159	48	False
EKN05_004680	EKN05_004680	1	CP037923	940907	942157	+		NupC/NupG family nucleoside CNT transporter	0.5028	58	False
EKN05_004685	EKN05_004685	1	CP037923	942213	943301	-		sugar kinase	0.5124	43	False
EKN05_004690	EKN05_004690	1	CP037923	943304	944161	-		deoxyribonuclease IV	0.5152	29	False
EKN05_004695	EKN05_004695	1	CP037923	944235	945284	-		YeiH family protein	0.5295	43	False
EKN05_004700	EKN05_004700	1	CP037923	945383	946264	+		LysR family transcriptional regulator	0.5351	29	False
EKN05_004705	EKN05_004705	1	CP037923	946470	947939	+		lysine-specific permease	0.5306	70	False
EKN05_004710	EKN05_004710	1	CP037923	948231	950222	+		catecholate siderophore receptor CirA	0.5271	89	False
EKN05_004715	EKN05_004715	1	CP037923	950254	951090	-		S-formylglutathione hydrolase YeiG	0.5472	37	False
EKN05_004720	EKN05_004720	1	CP037923	951348	952016	+		GTP cyclohydrolase I FolE	0.5097	20	False
EKN05_004725	EKN05_004725	1	CP037923	952033	953109	+		DUF418 family protein	0.546	43	False
EKN05_004730	EKN05_004730	1	CP037923	953251	954291	+		HTH-type transcriptional regulator GalS	0.5245	45	False
EKN05_004735	EKN05_004735	1	CP037923	954571	955569	+		galactose/glucose ABC transporter substrate-binding protein MglB	0.5095	39	False
EKN05_004740	EKN05_004740	1	CP037923	955630	957150	+		galactose/methyl galactoside ABC transporter ATP-binding protein MglA	0.4536	83	False
EKN05_004745	EKN05_004745	1	CP037923	957166	958176	+		galactoside ABC transporter permease	0.5035	56	False
EKN05_004750	EKN05_004750	7	CP037923	958212	959425	-		NAD-dependent dihydropyrimidine dehydrogenase subunit PreA	0.5049	57	False
EKN05_004755	EKN05_004755	1	CP037923	959419	960657	-		NAD(P)-dependent oxidoreductase	0.5141	57	False
EKN05_004760	EKN05_004760	1	CP037923	960852	961091	-		DUF2542 family protein	0.4292	16	False
EKN05_004765	EKN05_004765	1	CP037923	961094	961813	-		outer membrane permeability protein SanA	0.4847	53	False
EKN05_004770	EKN05_004770	1	CP037923	961963	962847	-		cytidine deaminase	0.5458	28	False
EKN05_004775	EKN05_004775	1	CP037923	962977	963672	-		CidB/LrgB family autolysis modulator	0.5388	35	False
EKN05_004780	EKN05_004780	1	CP037923	963669	964067	-		hypothetical protein	0.4962	20	False
EKN05_004785	EKN05_004785	1	CP037923	964306	965253	+		tRNA dihydrouridine(16) synthase DusC	0.5432	36	False
EKN05_004790	EKN05_004790	1	CP037923	965624	965707	-		protein YohP	0.3452	9	False
EKN05_004795	EKN05_004795	1	CP037923	965841	967367	+		multidrug resistance outer membrane protein MdtQ	0.5442	62	False
EKN05_004800	EKN05_004800	7	CP037923	967420	968187	+		SDR family oxidoreductase	0.5404	30	False
EKN05_004805	EKN05_004805	1	CP037923	968304	968882	-		DedA family protein	0.5371	22	False
EKN05_004810	EKN05_004810	1	CP037923	969052	969639	+		YIP1 family protein	0.5374	26	False
EKN05_004815	EKN05_004815	1	CP037923	969813	970745	+		D-alanyl-D-alanine endopeptidase	0.507	50	False
EKN05_004820	EKN05_004820	1	CP037923	970783	972498	-		D-lactate dehydrogenase	0.5233	73	False
EKN05_004825	EKN05_004825	1	CP037923	972694	974991	+		beta-glucosidase BglX	0.5392	82	False
EKN05_004830	EKN05_004830	1	CP037923	975243	976160	+		glycine betaine ABC transporter substrate-binding protein OsmF	0.5468	33	False
EKN05_004835	EKN05_004835	1	CP037923	976167	977324	+		glycine betaine ABC transporter permease YehY	0.5708	36	False
EKN05_004840	EKN05_004840	1	CP037923	977317	978243	+		glycine betaine ABC transporter ATP binding protein YehX	0.5588	24	False
EKN05_004845	EKN05_004845	1	CP037923	978248	978979	+		glycine betaine ABC transporter permease YehW	0.5656	21	False
EKN05_004850	EKN05_004850	1	CP037923	978960	979067	-		protein YohO	0.4907	8	False
EKN05_004855	EKN05_004855	7	CP037923	979127	979628	-		MerR family transcriptional regulator	0.5418	17	False
EKN05_004860	EKN05_004860	7	CP037923	979625	980834	-		IS3 family transposase	0.5405	50	False
EKN05_004865	EKN05_004865	1	CP037923	980860	981141	-		MerR family transcriptional regulator	0.5142	11	False
EKN05_004870	EKN05_004870	1	CP037923	981162	981959	-		site-specific integrase	0.4386	52	False
EKN05_004875	EKN05_004875	7	CP037923	981998	983181	+		IS3 family transposase	0.4975	55	False
EKN05_004880	EKN05_004880	1	CP037923	983150	983335	-		hypothetical protein	0.5538	5	False
EKN05_004885	EKN05_004885	7	CP037923	983297	983566	+		hypothetical protein	0.5926	5	False
EKN05_004890	EKN05_004890	1	CP037923	983533	984591	+		hypothetical protein	0.5061	43	False
EKN05_004895	EKN05_004895	7	CP037923	984625	985322	+		IS1 family transposase	0.5287	27	False
EKN05_004900	EKN05_004900	1	CP037923	985628	986032	+		fimbrial protein	0.4617	30	False
EKN05_004905	EKN05_004905	7	CP037923	986026	986723	-		IS1 family transposase	0.5287	27	False
EKN05_004910	EKN05_004910	1	CP037923	986765	987178	+		hypothetical protein	0.4734	31	False
EKN05_004915	EKN05_004915	7	CP037923	987356	987723	+		tail fiber assembly protein	0.5163	15	False
EKN05_004920	EKN05_004920	1	CP037923	987747	989162	+		phage tail protein	0.5403	50	False
EKN05_004925	EKN05_004925	1	CP037923	989113	989736	+		DUF4376 domain-containing protein	0.5321	14	False
EKN05_004930	EKN05_004930	1	CP037923	989736	989915	+		hypothetical protein	0.5944	3	False
EKN05_004935	EKN05_004935	1	CP037923	989916	991559	-		E3 ubiquitin--protein ligase	0.4793	69	False
EKN05_004940	EKN05_004940	1	CP037923	991875	992543	-		class I SAM-dependent methyltransferase	0.4051	43	False
EKN05_004945	EKN05_004945	1	CP037923	992600	992869	+		tail fiber assembly protein	0.4963	12	False
EKN05_004950	EKN05_004950	1	CP037923	992985	993233	-		damage-inducible protein DinI	0.4378	13	False
EKN05_004955	EKN05_004955	7	CP037923	993461	993526	-		MerR family DNA-binding transcriptional regulator	0.4697	4	False
EKN05_004960	EKN05_004960	1	CP037923	993631	994959	-		IS4 family transposase	0.5425	42	False
EKN05_004965	EKN05_004965	1	CP037923	995185	996870	+		two-component regulatory system sensor histidine kinase BtsS	0.5089	71	False
EKN05_004970	EKN05_004970	1	CP037923	996867	997586	+		two-component system response regulator BtsR	0.4917	35	False
EKN05_004975	EKN05_004975	1	CP037923	997633	998103	+		DUF1456 family protein	0.4862	20	False
EKN05_004980	EKN05_004980	1	CP037923	998144	998605	-		DUF1307 domain-containing protein	0.4264	19	False
EKN05_004985	EKN05_004985	7	CP037923	998696	999393	+		IS1 family transposase	0.5272	28	False
EKN05_004990	EKN05_004990	7	CP037923	999688	1001019	-		hypothetical protein	0.4992	57	False
EKN05_004995	EKN05_004995	7	CP037923	1001029	1004632	-		DUF4132 domain-containing protein	0.5011	177	False
EKN05_005000	EKN05_005000	7	CP037923	1004677	1005833	-		IS3 family transposase	0.4944	54	False
EKN05_005005	EKN05_005005	7	CP037923	1005897	1006088	-		WGR domain-containing protein	0.4531	6	False
EKN05_005010	EKN05_005010	1	CP037923	1006229	1008262	-		methionine--tRNA ligase	0.53	67	False
EKN05_005015	EKN05_005015	1	CP037923	1008394	1009503	+		iron-sulfur cluster carrier protein ApbC	0.5423	37	False
EKN05_005020	EKN05_005020	1	CP037923	1009765	1010046	+		DUF2574 family protein	0.4397	19	False
EKN05_005025	EKN05_005025	1	CP037923	1010339	1010881	+		type 1 fimbrial protein	0.4033	45	False
EKN05_005030	EKN05_005030	1	CP037923	1010962	1011060	+		pilus assembly protein	0.4141	8	False
EKN05_005035	EKN05_005035	7	CP037923	1011094	1011791	+		IS1 family transposase	0.5287	27	False
EKN05_005040	EKN05_005040	7	CP037923	1011808	1012413	+		fimbrial assembly protein	0.3878	45	False
EKN05_005045	EKN05_005045	1	CP037923	1012429	1014909	+		fimbrial biogenesis outer membrane usher protein	0.4555	160	False
EKN05_005050	EKN05_005050	7	CP037923	1014925	1015958	+		putative fimbrial-like adhesin protein	0.3801	85	False
EKN05_005055	EKN05_005055	1	CP037923	1016040	1016378	-		Ni(II)/Co(II) efflux transporter accessory subunit RcnB	0.4956	23	False
EKN05_005060	EKN05_005060	1	CP037923	1016597	1017445	-		nickel/cobalt efflux protein RcnA	0.5147	30	False
EKN05_005065	EKN05_005065	1	CP037923	1017567	1017839	+		Ni(II)/Co(II)-binding transcriptional repressor RcnR	0.4799	11	False
EKN05_005070	EKN05_005070	1	CP037923	1018062	1018850	+		hydroxyethylthiazole kinase	0.5412	26	False
EKN05_005075	EKN05_005075	1	CP037923	1018847	1019647	+		bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	0.5518	30	True
EKN05_005080	EKN05_005080	1	CP037923	1019712	1020533	+		glycoside hydrolase family 25 protein	0.4793	46	True
EKN05_005085	EKN05_005085	1	CP037923	1020581	1021327	+		GntR family transcriptional regulator	0.5114	39	True
EKN05_005090	EKN05_005090	1	CP037923	1021301	1022266	-		sugar kinase	0.559	33	True
EKN05_005095	EKN05_005095	7	CP037923	1022263	1023266	-		ADP-ribosylglycohydrolase family protein	0.5518	33	False
EKN05_005100	EKN05_005100	1	CP037923	1023263	1024540	-		MFS transporter	0.5023	54	True
EKN05_005105	EKN05_005105	1	CP037923	1024797	1025849	+		class I fructose-bisphosphate aldolase	0.5138	56	True
EKN05_005110	EKN05_005110	1	CP037923	1026157	1027011	+		tagatose-bisphosphate aldolase subunit GatY	0.5275	24	False
EKN05_005115	EKN05_005115	1	CP037923	1027040	1028302	+		tagatose-bisphosphate aldolase subunit GatZ	0.4877	61	True
EKN05_005120	EKN05_005120	7	CP037923	1028312	1028764	+		PTS galactitol transporter subunit IIA	0.4194	31	True
EKN05_005125	EKN05_005125	1	CP037923	1028795	1029079	+		PTS galactitol transporter subunit IIB	0.4246	21	True
EKN05_005130	EKN05_005130	1	CP037923	1029083	1030438	+		PTS galactitol transporter subunit IIC	0.5125	68	True
EKN05_005135	EKN05_005135	7	CP037923	1030486	1031527	+		galactitol-1-phosphate 5-dehydrogenase	0.4837	55	True
EKN05_005140	EKN05_005140	1	CP037923	1031627	1032406	+		DeoR/GlpR transcriptional regulator	0.4667	40	True
EKN05_005145	EKN05_005145	1	CP037923	1032488	1033387	-		lipid kinase YegS	0.4956	42	True
EKN05_005150	EKN05_005150	1	CP037923	1033793	1034110	+		hypothetical protein	0.3805	27	False
EKN05_005155	EKN05_005155	1	CP037923	1034098	1034289	+		hypothetical protein	0.4479	12	True
EKN05_005160	EKN05_005160	1	CP037923	1034452	1035813	-		U32 family peptidase	0.5404	53	True
EKN05_005165	EKN05_005165	1	CP037923	1035960	1036292	-		DUF1508 domain-containing protein	0.4925	15	True
EKN05_005170	EKN05_005170	1	CP037923	1036483	1037205	-		two-component system response regulator BaeR	0.538	24	True
EKN05_005175	EKN05_005175	1	CP037923	1037202	1038605	-		two-component system sensor histidine kinase BaeS	0.547	49	True
EKN05_005180	EKN05_005180	1	CP037923	1038602	1039912	-		MFS transporter	0.5568	44	True
EKN05_005185	EKN05_005185	1	CP037923	1040019	1043084	-		multidrug efflux RND transporter permease subunit MdtC	0.5705	98	True
EKN05_005190	EKN05_005190	7	CP037923	1043085	1046207	-		multidrug efflux RND transporter permease subunit MdtB	0.5645	101	True
EKN05_005195	EKN05_005195	7	CP037923	1046207	1047235	-		multidrug efflux RND transporter subunit MdtA	0.5364	34	False
EKN05_005200	EKN05_005200	1	CP037923	1047261	1048457	-		IS110 family transposase	0.5789	42	False
EKN05_005205	EKN05_005205	7	CP037923	1048689	1051576	+		diguanylate cyclase	0.5211	121	False
EKN05_005210	EKN05_005210	1	CP037923	1051686	1052534	-		DNA-3-methyladenine glycosylase 2	0.5583	36	False
EKN05_005215	EKN05_005215	1	CP037923	1052668	1054020	+		molecular chaperone	0.558	49	True
EKN05_005220	EKN05_005220	1	CP037923	1054032	1054253	-		molecular chaperone	0.5856	4	False
EKN05_005225	EKN05_005225	1	CP037923	1054449	1055972	-		helix-hairpin-helix domain-containing protein	0.5039	73	True
EKN05_005230	EKN05_005230	1	CP037923	1055969	1056730	-		protein phosphatase 2C domain-containing protein	0.5118	31	False
EKN05_005235	EKN05_005235	1	CP037923	1056727	1057386	-		VWA domain-containing protein	0.5182	22	False
EKN05_005240	EKN05_005240	1	CP037923	1057820	1059016	+		IS110 family transposase	0.5781	42	False
EKN05_005245	EKN05_005245	7	CP037923	1059041	1059460	-		hypothetical protein	0.5429	14	False
EKN05_005250	EKN05_005250	1	CP037923	1059778	1060419	+		uridine kinase	0.4875	28	False
EKN05_005255	EKN05_005255	1	CP037923	1060511	1061092	+		dCTP deaminase	0.6014	17	False
EKN05_005260	EKN05_005260	1	CP037923	1061114	1062967	+		outer membrane assembly protein AsmA	0.5254	62	False
EKN05_005265	EKN05_005265	1	CP037923	1063419	1065002	-		TerC family protein	0.5303	62	True
EKN05_005270	EKN05_005270	1	CP037923	1065661	1066800	+		polysaccharide export protein	0.5325	50	True
EKN05_005275	EKN05_005275	1	CP037923	1066806	1067249	+		low molecular weight protein-tyrosine-phosphatase Wzb	0.5405	18	False
EKN05_005280	EKN05_005280	1	CP037923	1067252	1069414	+		tyrosine-protein kinase Wzc	0.5307	80	True
EKN05_005285	EKN05_005285	1	CP037923	1069507	1070346	+		colanic acid biosynthesis glycosyltransferase WcaA	0.5155	40	True
EKN05_005290	EKN05_005290	1	CP037923	1070349	1070837	+		colanic acid biosynthesis acetyltransferase WcaB	0.5501	17	True
EKN05_005295	EKN05_005295	1	CP037923	1070834	1072051	+		colanic acid biosynthesis glycosyltransferase WcaC	0.5402	44	True
EKN05_005300	EKN05_005300	1	CP037923	1072026	1073243	+		putative colanic acid polymerase WcaD	0.4228	85	True
EKN05_005305	EKN05_005305	7	CP037923	1073254	1073883	+		colanic acid biosynthesis glycosyltransferase WcaE	0.4619	39	True
EKN05_005310	EKN05_005310	7	CP037923	1073900	1074597	-		IS1 family transposase	0.5301	27	False
EKN05_005315	EKN05_005315	7	CP037923	1074652	1074777	+		colanic acid biosynthesis glycosyl transferase	0.4444	11	True
EKN05_005320	EKN05_005320	1	CP037923	1074793	1075341	+		colanic acid biosynthesis acetyltransferase WcaF	0.4772	33	True
EKN05_005325	EKN05_005325	1	CP037923	1075367	1076488	+		GDP-mannose 4,6-dehydratase	0.5428	39	True
EKN05_005330	EKN05_005330	1	CP037923	1076491	1077459	+		GDP-L-fucose synthase	0.5583	27	True
EKN05_005335	EKN05_005335	1	CP037923	1077459	1077938	+		GDP-mannose mannosyl hydrolase	0.5542	17	False
EKN05_005340	EKN05_005340	1	CP037923	1077935	1079158	+		colanic acid biosynthesis glycosyltransferase WcaI	0.5523	44	True
EKN05_005345	EKN05_005345	7	CP037923	1079161	1080596	+		mannose-1-phosphate guanyltransferase	0.5515	49	True
EKN05_005350	EKN05_005350	7	CP037923	1080789	1082160	+		phosphomannomutase CpsG	0.5525	42	True
EKN05_005355	EKN05_005355	1	CP037923	1082215	1083609	+		undecaprenyl-phosphate glucose phosphotransferase	0.5384	48	True
EKN05_005360	EKN05_005360	1	CP037923	1083611	1085089	+		M-antigen undecaprenyl disphosphate flippase	0.5396	49	True
EKN05_005365	EKN05_005365	1	CP037923	1085269	1086549	+		colanic acid biosynthesis pyruvyl transferase WcaK	0.5433	42	True
EKN05_005370	EKN05_005370	1	CP037923	1086546	1087766	+		colanic acid biosynthesis glycosyltransferase WcaL	0.5422	43	True
EKN05_005375	EKN05_005375	7	CP037923	1087777	1089171	+		colanic acid biosynthesis protein WcaM	0.4781	74	True
EKN05_005380	EKN05_005380	1	CP037923	1089346	1090239	+		UTP--glucose-1-phosphate uridylyltransferase GalF	0.5168	38	True
EKN05_005385	EKN05_005385	1	CP037923	1090612	1091697	+		dTDP-glucose 4,6-dehydratase	0.4448	74	True
EKN05_005390	EKN05_005390	1	CP037923	1091697	1092596	+		dTDP-4-dehydrorhamnose reductase	0.4922	40	False
EKN05_005395	EKN05_005395	1	CP037923	1092655	1093533	+		glucose-1-phosphate thymidylyltransferase RfbA	0.4357	61	False
EKN05_005400	EKN05_005400	1	CP037923	1093538	1094083	+		dTDP-4-dehydrorhamnose 3,5-epimerase	0.3773	35	False
EKN05_005405	EKN05_005405	1	CP037923	1094099	1095355	+		O13/O129/O135 family O-antigen flippase	0.3445	112	False
EKN05_005410	EKN05_005410	1	CP037923	1095385	1096275	+		rhamnosyltransferase	0.3255	79	False
EKN05_005415	EKN05_005415	1	CP037923	1096304	1097173	+		glycosyltransferase	0.3034	87	False
EKN05_005420	EKN05_005420	1	CP037923	1097193	1098341	+		O13/O129/O135 family O-antigen polymerase	0.2724	142	False
EKN05_005425	EKN05_005425	1	CP037923	1098345	1098719	+		bactoprenol-linked glucose translocase	0.3013	38	False
EKN05_005430	EKN05_005430	7	CP037923	1098782	1099720	+		glycosyltransferase	0.3568	78	False
EKN05_005435	EKN05_005435	1	CP037923	1099892	1100491	+		hypothetical protein	0.34	58	False
EKN05_005440	EKN05_005440	1	CP037923	1100592	1101143	+		hypothetical protein	0.3315	49	False
EKN05_005445	EKN05_005445	1	CP037923	1101140	1101499	+		hypothetical protein	0.3306	42	True
EKN05_005450	EKN05_005450	1	CP037923	1101608	1103014	+		NADP-dependent phosphogluconate dehydrogenase	0.5068	65	True
EKN05_005455	EKN05_005455	7	CP037923	1103264	1104384	+		UDP-glucose 6-dehydrogenase	0.438	78	True
EKN05_005460	EKN05_005460	1	CP037923	1104530	1105507	+		LPS O-antigen chain length determinant protein WzzB	0.4571	46	True
EKN05_005465	EKN05_005465	1	CP037923	1105693	1106304	-		bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE	0.5229	22	False
EKN05_005470	EKN05_005470	1	CP037923	1106298	1107074	-		imidazole glycerol phosphate synthase subunit HisF	0.5199	32	False
EKN05_005475	EKN05_005475	1	CP037923	1107056	1107793	-		1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamide isomerase	0.5623	29	True
EKN05_005480	EKN05_005480	1	CP037923	1107793	1108383	-		imidazole glycerol phosphate synthase subunit HisH	0.5567	17	True
EKN05_005485	EKN05_005485	1	CP037923	1108383	1109450	-		bifunctional histidinol-phosphatase/imidazoleglycerol-phosphate dehydratase HisB	0.5318	33	True
EKN05_005490	EKN05_005490	1	CP037923	1109450	1110520	-		histidinol-phosphate transaminase	0.55	42	True
EKN05_005495	EKN05_005495	1	CP037923	1110517	1111821	-		histidinol dehydrogenase	0.577	44	False
EKN05_005500	EKN05_005500	1	CP037923	1111827	1112726	-		ATP phosphoribosyltransferase	0.5456	30	True
EKN05_005505	EKN05_005505	1	CP037923	1112872	1112913	-		his operon leader peptide	0.4286	2	False
EKN05_005510	EKN05_005510	7	CP037923	1112928	1113137	+		hypothetical protein	0.381	14	False
EKN05_005515	EKN05_005515	1	CP037923	1113196	1113468	+		YoeB-YefM toxin-antitoxin system antitoxin YefM	0.4762	12	False
EKN05_005520	EKN05_005520	7	CP037923	1113502	1114199	+		IS1 family transposase	0.5258	28	False
EKN05_005525	EKN05_005525	1	CP037923	1114221	1114475	+		Txe/YoeB family addiction module toxin	0.4235	15	False
EKN05_005530	EKN05_005530	1	CP037923	1114558	1115382	+		SDR family oxidoreductase	0.5103	50	True
EKN05_005535	EKN05_005535	1	CP037923	1115428	1116441	+		LysR family transcriptional regulator	0.498	37	True
EKN05_005540	EKN05_005540	1	CP037923	1116571	1116633	+		membrane protein YoeI	0.4286	5	False
EKN05_005545	EKN05_005545	1	CP037923	1116623	1117981	+		putrescine/proton symporter PlaP	0.5291	60	True
EKN05_005550	EKN05_005550	1	CP037923	1118160	1119218	+		YeeE/YedE family protein	0.5061	49	True
EKN05_005555	EKN05_005555	1	CP037923	1119232	1119459	+		hypothetical protein	0.5132	4	True
EKN05_005560	EKN05_005560	1	CP037923	1119502	1120926	-		exodeoxyribonuclease I	0.5004	73	True
EKN05_005565	EKN05_005565	7	CP037923	1121108	1121944	+		DUF4102 domain-containing protein	0.5006	44	True
EKN05_005570	EKN05_005570	7	CP037923	1122026	1122529	+		IS66 family insertion sequence element accessory protein TnpB	0.4901	21	False
